hour_local,temp_f,apparent_f,precip_mm,rain_mm,snow_cm,wind_kmh,gust_kmh,humidity,cloud_pct,weather_code
2026-08-14T01:00,74.1,76.0,0.0,0.0,0.0,6.0,18.0,62,98,3
2026-08-14T02:00,73.7,74.9,0.0,0.0,0.0,6.0,15.8,59,2,0
2026-08-14T03:00,71.6,74.7,0.0,0.0,0.0,3.1,11.9,70,0,0
2026-08-14T04:00,70.1,73.9,0.0,0.0,0.0,4.0,14.4,79,0,0
2026-08-14T05:00,70.2,73.2,0.0,0.0,0.0,5.4,18.4,76,0,0
2026-08-14T06:00,70.3,73.7,0.0,0.0,0.0,4.8,13.3,78,0,0
2026-08-14T07:00,70.9,75.5,0.0,0.0,0.0,1.8,10.1,79,0,0
2026-08-14T08:00,73.2,77.5,0.0,0.0,0.0,5.1,15.8,76,0,0
2026-08-14T09:00,76.3,80.4,0.0,0.0,0.0,3.7,11.2,66,4,0
2026-08-14T10:00,79.1,83.6,0.0,0.0,0.0,2.2,7.6,60,39,1
2026-08-14T11:00,82.3,89.2,0.0,0.0,0.0,1.1,5.0,55,11,0
2026-08-14T12:00,84.0,91.5,0.0,0.0,0.0,3.2,5.8,52,55,2
2026-08-14T13:00,85.3,91.9,0.0,0.0,0.0,6.8,8.6,49,58,2
2026-08-14T14:00,84.0,88.5,0.0,0.0,0.0,14.4,15.8,52,7,0
2026-08-14T15:00,85.0,89.8,0.0,0.0,0.0,10.5,11.9,51,0,0
2026-08-14T16:00,86.7,90.7,0.0,0.0,0.0,7.2,11.5,45,19,0
2026-08-14T17:00,85.1,86.1,0.0,0.0,0.0,13.1,16.9,47,9,0
2026-08-14T18:00,82.2,83.0,0.0,0.0,0.0,17.1,19.4,55,3,0
2026-08-14T19:00,79.8,80.9,0.0,0.0,0.0,17.7,28.4,62,0,0
2026-08-14T20:00,76.7,80.4,0.0,0.0,0.0,8.9,19.1,70,1,0
2026-08-14T21:00,77.1,82.1,0.0,0.0,0.0,5.5,9.4,71,0,0
2026-08-14T22:00,75.9,81.6,0.0,0.0,0.0,5.0,23.4,77,85,3
2026-08-14T23:00,74.2,77.8,0.0,0.0,0.0,10.1,24.5,77,0,0
2026-08-15T00:00,73.7,78.8,0.0,0.0,0.0,6.8,16.6,82,47,1
2026-08-15T01:00,71.4,76.2,0.0,0.0,0.0,5.8,17.3,85,20,1
2026-08-15T02:00,71.3,74.2,0.0,0.0,0.0,8.4,16.9,78,16,0
2026-08-15T03:00,69.8,71.4,0.0,0.0,0.0,9.7,25.9,76,0,0
2026-08-15T04:00,69.2,70.6,0.0,0.0,0.0,11.2,27.4,79,0,0
2026-08-15T05:00,67.6,68.9,0.0,0.0,0.0,10.1,33.1,80,0,0
2026-08-15T06:00,66.5,67.7,0.0,0.0,0.0,7.6,22.3,78,0,0
2026-08-15T07:00,66.7,67.4,0.0,0.0,0.0,9.4,20.2,77,1,0
2026-08-15T08:00,70.1,70.2,0.0,0.0,0.0,12.0,25.9,70,0,0
2026-08-15T09:00,72.8,74.1,0.0,0.0,0.0,11.4,20.5,70,1,0
2026-08-15T10:00,75.6,76.4,0.0,0.0,0.0,10.7,15.8,58,0,0
2026-08-15T11:00,78.6,81.3,0.0,0.0,0.0,10.0,12.6,53,0,0
2026-08-15T12:00,81.5,86.8,0.0,0.0,0.0,4.2,7.2,47,0,0
2026-08-15T13:00,82.0,88.0,0.0,0.0,0.0,5.2,6.8,48,10,0
2026-08-15T14:00,83.1,86.2,0.0,0.0,0.0,10.3,11.2,41,17,0
2026-08-15T15:00,84.3,87.8,0.0,0.0,0.0,5.4,10.8,40,23,1
2026-08-15T16:00,84.2,88.0,0.0,0.0,0.0,4.9,16.9,44,27,1
2026-08-15T17:00,81.6,81.7,0.0,0.0,0.0,13.3,20.5,49,16,0
2026-08-15T18:00,81.4,82.3,0.0,0.0,0.0,6.5,15.5,45,5,0
2026-08-15T19:00,79.7,82.2,0.0,0.0,0.0,4.1,15.1,52,0,0
2026-08-15T20:00,77.4,79.4,0.0,0.0,0.0,6.8,9.7,57,0,0
2026-08-15T21:00,72.1,75.3,0.0,0.0,0.0,9.4,19.4,79,0,0
2026-08-15T22:00,71.8,76.0,0.0,0.0,0.0,7.4,15.8,83,3,0
2026-08-15T23:00,71.8,76.0,0.0,0.0,0.0,6.6,11.2,82,0,0
2026-08-16T00:00,71.9,75.0,0.0,0.0,0.0,6.1,6.8,74,0,0
2026-08-16T01:00,70.5,74.3,0.0,0.0,0.0,7.2,13.0,84,3,0
2026-08-16T02:00,71.4,74.0,0.0,0.0,0.0,7.2,11.2,74,1,0
2026-08-16T03:00,70.0,73.3,0.0,0.0,0.0,5.6,9.0,80,1,0
2026-08-16T04:00,70.0,73.3,0.0,0.0,0.0,8.3,14.4,84,0,0
2026-08-16T05:00,70.1,73.8,0.0,0.0,0.0,4.7,11.9,80,0,0
2026-08-16T06:00,69.2,73.8,0.0,0.0,0.0,1.9,6.5,84,0,0
2026-08-16T07:00,70.2,75.8,0.0,0.0,0.0,1.3,3.2,86,26,1
2026-08-16T08:00,73.1,78.9,0.0,0.0,0.0,2.6,14.4,81,4,0
2026-08-16T09:00,74.5,79.7,0.0,0.0,0.0,4.3,19.1,77,1,0
2026-08-16T10:00,76.9,81.0,0.0,0.0,0.0,8.7,19.8,71,21,1
2026-08-16T11:00,78.7,82.7,0.0,0.0,0.0,14.8,19.8,68,6,0
2026-08-16T12:00,81.7,85.7,0.0,0.0,0.0,15.4,20.2,60,26,1
2026-08-16T13:00,80.9,81.8,0.0,0.0,0.0,22.1,29.5,54,40,1
2026-08-16T14:00,80.5,80.1,0.0,0.0,0.0,22.9,32.4,53,100,3
2026-08-16T15:00,79.6,79.8,0.0,0.0,0.0,21.7,32.4,57,83,3
2026-08-16T16:00,75.4,76.4,0.0,0.0,0.0,18.5,31.0,72,100,3
2026-08-16T17:00,74.6,78.2,0.0,0.0,0.0,10.3,29.9,77,99,3
2026-08-16T18:00,75.1,75.9,0.0,0.0,0.0,14.6,26.6,66,95,3
2026-08-16T19:00,72.2,74.5,0.0,0.0,0.0,15.3,32.4,83,100,3
2026-08-16T20:00,70.2,71.8,0.4,0.4,0.0,14.0,33.5,82,100,51
2026-08-16T21:00,69.1,73.1,0.0,0.0,0.0,6.8,30.2,89,100,3
2026-08-16T22:00,68.8,71.8,0.7,0.7,0.0,10.8,34.6,90,100,53
2026-08-16T23:00,67.7,70.1,0.0,0.0,0.0,14.0,36.0,95,100,3
2026-08-17T00:00,68.3,71.1,0.0,0.0,0.0,11.5,36.4,92,100,3
2026-08-17T01:00,69.7,73.3,0.0,0.0,0.0,12.0,33.8,93,99,3
2026-08-17T02:00,70.0,73.1,0.0,0.0,0.0,11.2,42.8,88,100,3
2026-08-17T03:00,68.6,71.3,0.0,0.0,0.0,12.7,42.1,92,100,3
2026-08-17T04:00,69.3,73.5,1.4,1.4,0.0,9.9,33.5,94,100,61
2026-08-17T05:00,70.1,75.6,5.8,5.8,0.0,8.3,24.8,98,100,63
2026-08-17T06:00,70.8,76.2,0.0,0.0,0.0,8.2,19.8,95,100,3
2026-08-17T07:00,71.3,78.4,0.0,0.0,0.0,4.3,14.0,97,100,3
2026-08-17T08:00,71.7,77.7,0.0,0.0,0.0,8.6,18.7,96,100,3
2026-08-17T09:00,71.5,77.4,0.0,0.0,0.0,10.3,16.6,99,100,3
2026-08-17T10:00,71.9,77.4,0.0,0.0,0.0,12.0,18.0,98,100,3
2026-08-17T11:00,72.2,76.7,0.0,0.0,0.0,13.4,19.8,93,100,3
2026-08-17T12:00,72.8,77.0,0.0,0.0,0.0,14.0,21.6,91,100,3
2026-08-17T13:00,74.3,80.1,0.0,0.0,0.0,10.8,18.4,90,100,3
2026-08-17T14:00,75.8,82.7,0.0,0.0,0.0,9.8,15.8,90,100,3
2026-08-17T15:00,79.2,85.8,0.0,0.0,0.0,9.6,18.0,78,100,3
2026-08-17T16:00,79.7,87.6,0.0,0.0,0.0,7.6,15.5,81,7,0
2026-08-17T17:00,80.2,87.9,0.0,0.0,0.0,6.1,13.3,77,6,0
2026-08-17T18:00,80.5,88.0,0.0,0.0,0.0,7.4,12.6,77,0,0
2026-08-17T19:00,78.1,85.4,0.0,0.0,0.0,6.9,11.9,82,31,1
2026-08-17T20:00,76.5,83.3,0.0,0.0,0.0,7.2,11.9,84,98,3
2026-08-17T21:00,75.4,82.1,0.0,0.0,0.0,6.4,12.6,86,99,3
2026-08-17T22:00,74.3,81.1,0.0,0.0,0.0,5.4,15.5,88,35,1
2026-08-17T23:00,72.9,79.3,0.0,0.0,0.0,5.8,6.8,90,26,1
2026-08-18T00:00,72.7,80.2,0.0,0.0,0.0,1.5,7.9,91,41,1
2026-08-18T01:00,72.4,78.8,0.0,0.0,0.0,4.7,8.6,90,100,3
2026-08-18T02:00,72.7,80.4,0.0,0.0,0.0,2.2,4.0,93,50,2
2026-08-18T03:00,72.7,80.6,0.0,0.0,0.0,1.3,2.2,93,11,0
2026-08-18T04:00,72.3,79.2,0.0,0.0,0.0,4.0,4.0,92,100,3
2026-08-18T05:00,72.2,79.4,0.0,0.0,0.0,2.7,4.7,92,100,3
2026-08-18T06:00,72.5,80.3,0.0,0.0,0.0,2.7,6.5,95,100,3
2026-08-18T07:00,72.4,80.6,0.0,0.0,0.0,3.1,9.4,98,100,3
2026-08-18T08:00,72.4,81.2,0.0,0.0,0.0,0.0,13.0,97,100,3
2026-08-18T09:00,73.0,80.7,0.0,0.0,0.0,4.3,9.4,95,100,3
2026-08-18T10:00,74.9,84.8,0.0,0.0,0.0,0.8,7.9,96,100,3
2026-08-18T11:00,76.9,87.0,0.0,0.0,0.0,0.5,6.1,91,100,3
2026-08-18T12:00,80.0,89.3,0.0,0.0,0.0,5.1,8.3,84,98,3
2026-08-18T13:00,82.6,92.9,0.0,0.0,0.0,2.4,5.0,74,7,0
2026-08-18T14:00,84.1,96.8,0.0,0.0,0.0,3.6,7.2,71,46,1
2026-08-18T15:00,84.7,93.0,0.0,0.0,0.0,3.1,5.8,66,60,2
2026-08-18T16:00,85.1,90.8,0.0,0.0,0.0,7.7,9.7,60,74,2
2026-08-18T17:00,82.4,89.8,0.4,0.4,0.0,7.3,10.4,72,100,51
2026-08-18T18:00,82.4,89.0,0.0,0.0,0.0,5.7,13.7,67,100,3
2026-08-18T19:00,79.8,88.3,0.0,0.0,0.0,6.2,13.0,82,49,1
2026-08-18T20:00,78.0,85.9,0.0,0.0,0.0,6.0,9.7,84,22,1
2026-08-18T21:00,76.4,84.5,0.0,0.0,0.0,3.8,12.6,86,88,3
2026-08-18T22:00,76.5,82.6,0.0,0.0,0.0,7.7,7.9,81,4,0
2026-08-18T23:00,74.1,81.9,0.0,0.0,0.0,1.5,8.3,88,14,0
2026-08-19T00:00,73.9,78.1,0.0,0.0,0.0,3.3,12.6,71,0,0
2026-08-19T01:00,72.6,74.5,0.0,0.0,0.0,3.9,7.9,62,0,0
2026-08-19T02:00,71.8,74.2,0.0,0.0,0.0,3.9,5.8,67,19,0
2026-08-19T03:00,71.0,73.9,0.0,0.0,0.0,4.5,6.8,72,0,0
2026-08-19T04:00,70.8,73.2,0.0,0.0,0.0,5.6,11.2,72,0,0
2026-08-19T05:00,69.7,72.4,0.0,0.0,0.0,4.3,13.7,74,0,0
2026-08-19T06:00,70.0,73.1,0.0,0.0,0.0,2.3,4.3,73,1,0
2026-08-19T07:00,70.5,74.3,0.0,0.0,0.0,3.6,6.5,78,6,0
2026-08-19T08:00,72.9,77.0,0.0,0.0,0.0,2.9,7.9,72,1,0
2026-08-19T09:00,76.4,80.9,0.0,0.0,0.0,0.5,6.1,63,0,0
2026-08-19T10:00,79.3,83.7,0.0,0.0,0.0,2.9,9.7,59,3,0
2026-08-19T11:00,83.1,88.2,0.0,0.0,0.0,5.2,15.5,51,43,1
2026-08-19T12:00,84.4,89.4,0.0,0.0,0.0,9.4,16.9,49,2,0
2026-08-19T13:00,86.0,91.7,0.0,0.0,0.0,8.6,15.8,46,22,1
2026-08-19T14:00,86.4,90.9,0.0,0.0,0.0,12.0,17.3,45,1,0
2026-08-19T15:00,87.3,91.3,0.0,0.0,0.0,12.7,16.9,46,43,1
2026-08-19T16:00,88.6,89.6,0.0,0.0,0.0,14.8,19.8,39,24,1
2026-08-19T17:00,87.5,86.8,0.0,0.0,0.0,15.7,20.9,40,8,0
2026-08-19T18:00,86.4,86.0,0.0,0.0,0.0,14.3,18.7,41,6,0
2026-08-19T19:00,83.4,83.3,0.0,0.0,0.0,11.1,20.2,43,28,1
2026-08-19T20:00,81.7,82.5,0.0,0.0,0.0,9.7,20.9,48,38,1
2026-08-19T21:00,79.4,82.4,0.0,0.0,0.0,6.9,9.0,58,0,0
2026-08-19T22:00,77.5,81.1,0.0,0.0,0.0,7.7,15.8,66,0,0
2026-08-19T23:00,75.8,79.3,0.0,0.0,0.0,7.4,17.3,69,0,0
2026-08-20T00:00,73.8,77.8,0.0,0.0,0.0,6.6,14.0,75,0,0
2026-08-20T01:00,72.8,77.6,0.0,0.0,0.0,5.2,11.9,81,0,0
2026-08-20T02:00,72.4,77.2,0.0,0.0,0.0,4.3,9.7,80,0,0
2026-08-20T03:00,71.6,76.5,0.0,0.0,0.0,5.4,12.2,85,0,0
2026-08-20T04:00,71.4,76.3,0.0,0.0,0.0,4.1,10.4,83,0,0
2026-08-20T05:00,71.0,75.6,0.0,0.0,0.0,5.9,14.0,86,0,0
2026-08-20T06:00,70.4,75.4,0.0,0.0,0.0,3.9,10.8,86,0,0
2026-08-20T07:00,71.9,77.2,0.0,0.0,0.0,3.6,6.1,84,0,0
2026-08-20T08:00,74.3,80.5,0.0,0.0,0.0,3.1,9.7,81,0,0
2026-08-20T09:00,77.4,84.0,0.0,0.0,0.0,2.3,5.4,74,0,0
2026-08-20T10:00,80.4,87.6,0.0,0.0,0.0,0.7,5.8,68,0,0
2026-08-20T11:00,82.4,89.8,0.0,0.0,0.0,2.3,4.0,59,10,0
2026-08-20T12:00,83.6,90.0,0.0,0.0,0.0,12.6,15.5,60,99,3
2026-08-20T13:00,80.0,82.2,0.0,0.0,0.0,12.2,15.5,60,100,3
2026-08-20T14:00,78.9,82.5,0.0,0.0,0.0,12.2,20.5,69,100,3
2026-08-20T15:00,80.0,84.7,0.0,0.0,0.0,10.1,13.7,69,100,3
2026-08-20T16:00,80.3,86.6,0.0,0.0,0.0,7.2,9.0,72,100,3
2026-08-20T17:00,80.8,82.9,0.0,0.0,0.0,19.7,29.2,67,98,3
2026-08-20T18:00,74.5,80.3,0.0,0.0,0.0,7.4,19.1,85,100,3
2026-08-20T19:00,67.5,67.4,3.6,3.6,0.0,26.2,37.8,100,100,63
2026-08-20T20:00,66.7,66.1,18.4,18.4,0.0,23.7,55.4,95,100,65
2026-08-20T21:00,66.3,66.4,0.7,0.7,0.0,19.8,51.8,94,100,53
2026-08-20T22:00,64.4,65.0,0.0,0.0,0.0,15.0,39.2,95,100,3
2026-08-20T23:00,63.8,64.1,0.0,0.0,0.0,15.3,37.8,95,100,3
2026-08-21T00:00,64.1,64.5,0.0,0.0,0.0,14.9,35.3,94,100,3
2026-08-21T01:00,65.1,66.5,0.0,0.0,0.0,13.2,33.8,95,100,3
2026-08-21T02:00,64.7,64.5,0.0,0.0,0.0,16.9,40.7,91,100,3
2026-08-21T03:00,64.1,63.9,0.0,0.0,0.0,14.1,40.7,87,100,3
2026-08-21T04:00,64.4,63.8,0.0,0.0,0.0,14.8,45.4,85,100,3
2026-08-21T05:00,64.0,64.5,0.0,0.0,0.0,11.3,42.1,87,100,3
2026-08-21T06:00,64.5,64.6,0.0,0.0,0.0,12.7,41.0,86,100,3
2026-08-21T07:00,64.7,65.1,0.0,0.0,0.0,11.2,36.0,85,100,3
2026-08-21T08:00,65.8,65.8,0.0,0.0,0.0,14.3,35.3,84,67,2
2026-08-21T09:00,67.8,68.3,0.0,0.0,0.0,13.4,28.8,80,23,1
2026-08-21T10:00,70.2,70.9,0.0,0.0,0.0,14.2,25.6,76,13,0
2026-08-21T11:00,71.5,72.5,0.0,0.0,0.0,11.6,27.7,71,46,1
2026-08-21T12:00,74.0,78.5,0.0,0.0,0.0,9.8,23.0,72,38,1
2026-08-21T13:00,76.0,81.6,0.0,0.0,0.0,8.2,16.2,70,39,1
2026-08-21T14:00,77.3,84.2,0.0,0.0,0.0,8.1,15.5,68,100,3
2026-08-21T15:00,77.3,82.1,0.0,0.0,0.0,8.9,12.6,65,100,3
2026-08-21T16:00,78.0,81.4,0.0,0.0,0.0,10.3,14.4,65,9,0
2026-08-21T17:00,77.3,80.4,0.0,0.0,0.0,10.2,15.1,67,100,3
2026-08-21T18:00,75.7,79.0,0.0,0.0,0.0,6.8,10.1,67,41,1
2026-08-21T19:00,74.5,78.5,0.0,0.0,0.0,6.7,12.2,74,50,2
2026-08-21T20:00,73.3,78.2,0.0,0.0,0.0,6.3,13.0,81,21,1
2026-08-21T21:00,70.2,74.7,0.0,0.0,0.0,5.6,12.2,86,4,0
2026-08-21T22:00,69.2,73.4,0.0,0.0,0.0,5.4,15.1,87,50,2
2026-08-21T23:00,68.3,72.0,0.0,0.0,0.0,5.4,16.9,87,46,1
2026-08-22T00:00,68.3,71.5,0.0,0.0,0.0,5.2,13.0,83,72,2
2026-08-22T01:00,67.4,71.3,0.0,0.0,0.0,3.8,7.9,87,11,0
2026-08-22T02:00,68.2,71.2,0.0,0.0,0.0,4.6,6.8,81,98,3
2026-08-22T03:00,67.4,70.6,0.0,0.0,0.0,3.6,5.4,83,3,0
2026-08-22T04:00,67.2,70.6,0.0,0.0,0.0,6.0,7.9,89,98,3
2026-08-22T05:00,68.3,72.6,0.0,0.0,0.0,3.5,9.0,87,36,1
2026-08-22T06:00,67.6,71.5,0.0,0.0,0.0,2.3,9.7,84,99,3
2026-08-22T07:00,68.1,72.8,0.0,0.0,0.0,1.5,6.1,87,98,3
2026-08-22T08:00,69.7,73.7,0.0,0.0,0.0,4.1,6.8,82,99,3
2026-08-22T09:00,70.0,74.3,0.0,0.0,0.0,4.7,13.3,85,100,3
2026-08-22T10:00,71.9,76.4,0.0,0.0,0.0,4.8,8.6,81,100,3
2026-08-22T11:00,72.7,76.9,0.0,0.0,0.0,4.9,5.0,77,100,3
2026-08-22T12:00,73.6,78.1,0.0,0.0,0.0,3.4,4.7,74,100,3
2026-08-22T13:00,74.4,80.2,0.0,0.0,0.0,1.0,2.9,76,100,3
2026-08-22T14:00,74.8,80.4,0.0,0.0,0.0,3.7,6.1,77,100,3
2026-08-22T15:00,75.6,81.4,0.0,0.0,0.0,4.6,6.8,76,100,3
2026-08-22T16:00,75.5,80.4,0.0,0.0,0.0,7.0,7.9,76,6,0
2026-08-22T17:00,75.0,80.1,0.0,0.0,0.0,8.5,10.4,81,9,0
2026-08-22T18:00,74.0,78.9,0.0,0.0,0.0,10.2,15.1,85,95,3
2026-08-22T19:00,71.5,75.4,0.0,0.0,0.0,9.7,16.9,86,60,2
2026-08-22T20:00,70.3,74.4,0.0,0.0,0.0,7.9,16.9,87,100,3
2026-08-22T21:00,69.8,73.2,0.0,0.0,0.0,9.2,22.3,87,43,1
2026-08-22T22:00,70.2,73.6,0.0,0.0,0.0,7.7,14.8,83,47,1
2026-08-22T23:00,69.2,73.2,0.0,0.0,0.0,5.9,19.8,87,4,0
2026-08-23T00:00,68.0,71.9,0.0,0.0,0.0,6.1,17.3,90,5,0
2026-08-23T01:00,68.4,73.0,0.0,0.0,0.0,4.1,12.2,90,36,1
2026-08-23T02:00,69.2,73.7,0.0,0.0,0.0,6.3,16.6,90,21,1
2026-08-23T03:00,69.2,73.8,0.0,0.0,0.0,5.7,16.2,91,100,3
2026-08-23T04:00,70.0,75.0,0.0,0.0,0.0,6.6,18.4,92,100,3
2026-08-23T05:00,70.0,74.7,0.0,0.0,0.0,8.2,18.0,93,100,3
2026-08-23T06:00,70.1,75.3,0.0,0.0,0.0,7.9,19.4,95,100,3
2026-08-23T07:00,68.3,72.5,53.6,53.6,0.0,9.2,24.1,97,100,65
2026-08-23T08:00,68.4,74.1,0.0,0.0,0.0,3.6,5.8,96,92,3
2026-08-23T09:00,71.1,77.7,0.0,0.0,0.0,5.4,12.6,96,82,3
2026-08-23T10:00,73.4,78.8,0.0,0.0,0.0,7.1,9.4,85,6,0
2026-08-23T11:00,75.1,81.7,0.0,0.0,0.0,6.1,18.0,84,28,1
2026-08-23T12:00,77.0,82.2,0.0,0.0,0.0,8.0,18.0,76,100,3
2026-08-23T13:00,77.0,80.7,0.0,0.0,0.0,10.8,21.6,72,100,3
2026-08-23T14:00,79.5,83.2,0.0,0.0,0.0,15.0,26.3,64,100,3
2026-08-23T15:00,80.3,83.7,0.0,0.0,0.0,15.5,23.8,59,36,1
2026-08-23T16:00,80.9,82.9,0.0,0.0,0.0,15.6,24.8,56,0,0
2026-08-23T17:00,80.3,81.4,0.0,0.0,0.0,12.8,25.6,55,0,0
2026-08-23T18:00,81.4,80.8,0.0,0.0,0.0,14.1,27.7,47,0,0
2026-08-23T19:00,79.1,78.5,0.0,0.0,0.0,15.4,28.4,52,0,0
2026-08-23T20:00,76.5,74.9,0.0,0.0,0.0,17.1,35.6,54,100,3
2026-08-23T21:00,73.7,73.0,0.0,0.0,0.0,13.0,34.9,58,0,0
2026-08-23T22:00,72.0,72.5,0.0,0.0,0.0,9.8,24.5,64,100,3
2026-08-23T23:00,71.8,73.9,0.0,0.0,0.0,10.2,29.5,75,2,0
2026-08-24T00:00,70.5,71.8,0.0,0.0,0.0,9.0,18.0,71,1,0
2026-08-24T01:00,68.8,71.2,0.0,0.0,0.0,4.6,11.2,75,0,0
2026-08-24T02:00,67.8,70.9,0.0,0.0,0.0,3.4,5.4,80,0,0
2026-08-24T03:00,66.6,69.0,0.0,0.0,0.0,5.0,10.8,81,0,0
2026-08-24T04:00,65.2,67.7,0.0,0.0,0.0,3.5,8.3,84,0,0
2026-08-24T05:00,64.7,67.6,0.0,0.0,0.0,1.3,4.0,83,0,0
2026-08-24T06:00,64.1,66.6,0.0,0.0,0.0,1.8,6.5,83,0,0
2026-08-24T07:00,64.7,68.1,0.0,0.0,0.0,2.7,7.2,90,4,0
2026-08-24T08:00,69.9,73.7,0.0,0.0,0.0,5.7,10.4,83,0,0
2026-08-24T09:00,73.3,75.2,0.0,0.0,0.0,9.5,16.9,69,0,0
2026-08-24T10:00,75.0,74.9,0.0,0.0,0.0,14.2,23.4,61,98,3
2026-08-24T11:00,77.3,77.2,0.0,0.0,0.0,16.9,26.6,53,98,3
2026-08-24T12:00,79.3,80.6,0.0,0.0,0.0,17.1,33.1,52,15,0
2026-08-24T13:00,79.4,83.2,0.0,0.0,0.0,13.4,29.9,55,10,0
2026-08-24T14:00,81.0,83.0,0.0,0.0,0.0,14.6,32.4,51,26,1
2026-08-24T15:00,81.6,82.0,0.0,0.0,0.0,14.8,36.0,48,45,1
2026-08-24T16:00,80.8,81.0,0.0,0.0,0.0,12.7,27.4,50,38,1
2026-08-24T17:00,79.4,80.2,0.0,0.0,0.0,13.7,33.1,56,5,0
2026-08-24T18:00,78.5,76.3,0.0,0.0,0.0,15.8,27.7,46,0,0
2026-08-24T19:00,76.2,72.8,0.0,0.0,0.0,15.9,27.0,44,27,1
